01/13/2016                                                                                                                                                       routing check for SNP                                                                                                                                                          1
routing check for SNP
Material	Group	Act	Ctrl	    StdVal	Base Quantity	Unit	phas	Plnt	Valid From	Task list description	Usage	DeID	DelFg	GrC	Stat	Work ctr	Operation short text	Un	T	Created	Created by	Seq.	Relevancy to Costing Indicator	Subcontr.	Info rec.	POrg	Cost Elem.	Old task list no.	ActTyp	B	GrC	Fld key	ActTyp	StdVal	Unit
35577D14-ZVYU12F	50268018	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU12F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU12F	50268018	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU12F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU12F	50268018	0100	ZP03	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU12F	1			1	4		No Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X								1				
35577D14-ZVYU12T	50286257	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU12T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D14-ZVYU12T	50286257	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU12T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D14-ZVYU12T	50286257	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU12T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085604	CPO1	650071				1				
35577D14-ZVYU13F	50268019	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU13F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU13F	50268019	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU13F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU13F	50268019	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU13F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078074	CPO1	650072				1				
35577D14-ZVYU13T	50286259	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU13T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D14-ZVYU13T	50286259	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU13T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D14-ZVYU13T	50286259	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU13T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085605	CPO1	650071				1				
35577D14-ZVYU14F	50268020	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU14F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU14F	50268020	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU14F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU14F	50268020	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU14F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078075	CPO1	650072				1				
35577D14-ZVYU14T	50286261	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU14T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D14-ZVYU14T	50286261	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU14T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D14-ZVYU14T	50286261	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU14T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085606	CPO1	650071				1				
35577D14-ZVYU15F	50268021	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU15F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU15F	50268021	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU15F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D14-ZVYU15F	50268021	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D14-ZVYU15F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078076	CPO1	650072				1				
35577D14-ZVYU15T	50286263	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU15T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D14-ZVYU15T	50286263	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU15T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D14-ZVYU15T	50286263	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D14-ZVYU15T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085607	CPO1	650071				1				
